OSM_ID,OSM_Type,Name,Latitude,Longitude,Category,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,smoking,addr_street,addr_housenumber,coord_group
n5730385121,node,Kәnd Qәbәlә Restoran,40.4262085,49.848392,restaurant,barbecue;buschenschank;chicken;deli;grill;kebab,,,,,,,Süleyman Sani Axundov küç.,,
r17531253,relation,La Kuku Baku,40.3653152,49.8316115,restaurant,azerbaijani;european,Mo-Su 09:00-23:30,+994705650178,,,,,İstiqlaliyyət küçəsi,,
n12516661701,node,La Quzu,40.3677663,49.8363666,restaurant,local;azerbaijani,Su-Th 08:00-00:00; Fr-Sa 08:00-02:00,+994 50 695 93 35,https://cafecity.az/ru/restaurant/laquzu,,,,Böyük Qala küçəsi,41,
n3037003781,node,Laləndə Xeyir Şər Evi,40.4050244,49.8504516,restaurant,,,,,,,,,,
n9900653230,node,Lamiraj Restoran,40.347786,49.8366532,restaurant,,,,,,,,,,
w194825456,way,Leyla Şadlıq Sarayı \ Şamaxinka,40.4141313,49.8040853,restaurant,,,,,,,,,,
n9747227842,node,Lido Restoran,40.4183287,49.8455112,restaurant,,,,,,,,,,
n4370204854,node,Limon,40.4185747,49.8173349,restaurant,,,,,,,,,,
n13226883154,node,Liora Luxury Hall,40.4226763,49.8349541,restaurant,regional,Mo-Su 09:00-21:00,,,,,,Məsud Davudoğlu küçəsi,17,
w430458638,way,Liora Luxury Hall,40.422572,49.8349872,restaurant,,,,,,,,Məsud Davudoğlu,,
n7564185910,node,Lodge,40.3823576,49.8107243,restaurant,,,,,,,,,,
n3536032500,node,London,40.3675736,49.8301975,restaurant,,,,,,no,,,,
w971028629,way,Love in Ferma,40.3629521,49.8361903,restaurant,burger;sandwich;pizza;coffee_shop,11:00-00:00,+994 51 444 52 22,,,,,Neftçilər Prospekti,,
n9903716413,node,Lənkəran Süfrəsi,40.3430958,49.8106213,restaurant,,,,,,,,,,
w376244802,way,Ləvəngi Restoranı - 20 Yanvar,40.4052821,49.8040741,restaurant,,,,,,,,,,
n5078923915,node,"Ləziz Ailəvi Restoran, Yeni Yasamal",40.3922351,49.7909978,restaurant,,,,,,,,Əsəd Əhmədov küçəsi,,
n4335582089,node,M'eat Steak House,40.3757681,49.8411121,restaurant,steak_house,Mo-Su 12:00-00:00,+994123101919,https://beat.az/,,,,Səməd Vurğun,25,
n5840357560,node,MALACANNES,40.370989,49.8400533,restaurant,burger;regional;pizza;italian;coffee_shop;hookah,,,,,no,dedicated,Rəsul Rza küçəsi,11,
n6834294286,node,MEATADORE,40.3697514,49.8392862,restaurant,burger;hotdog,Mo-Th 12:00-00:00; Fr-Su 12:00-02:00,+99450 770 99 66,,,,,,6A,
n2041604160,node,MTN-nin Nəsimi Rayon Şöbəsi,40.3777942,49.845887,restaurant,,,,,,,,Süleyman Rüstəm,,
n9702899503,node,Madison Baku,40.3710498,49.8399839,restaurant,,,,,,,,Rəsul Rza küçəsi,11,
n1875470444,node,Mado,40.3724913,49.8404432,restaurant,,,,,,,yes,,,
n4209639189,node,Mado,40.3719629,49.8384999,restaurant,,,,,,,outside,,,
w148313077,way,Mado Kafe,40.4026186,49.8693951,restaurant,,,,,,,,Təbriz küç.,179,
n4535844613,node,Mado Restoran,40.3841691,49.8231236,restaurant,,,,,,,,,,
n13175369995,node,Magar Restaurant Baku,40.3512148,49.83243,restaurant,turkish,,+994998855888,https://www.instagram.com/magar.restaurant,,,,Ziya Yusifzadə küçəsi,11,
n1469182847,node,Maharaja,40.3689816,49.8386123,restaurant,indian,Mo-Tu 11:00-01:00; We-Th 11:00-02:00; Fr-Sa-11:00-03:00; Su 11:00-02:00,,,,,,Əbdülkərim Əlizadə küçəsi,6A,
n4483907093,node,Mama Can,40.3757203,49.8540563,restaurant,georgian,,,,,yes,,,,
n11863077470,node,Mama Nakormila,40.3771194,49.8568757,restaurant,ukrainian,Mo-Su 09:00-23:00,+994704931521,,,,,Xaqani küçəsi,123,
n4161263991,node,Mangal,40.3686898,49.8356592,restaurant,,,,,,,,Kiçik Qala,,
n4219814709,node,Mangal Steak House,40.3431321,49.8414163,restaurant,steak_house,Mo-Su 10:00-03:00,+994125051011,https://www.facebook.com/Mangal.Steak.House1,,,,Aydin Nasirov,3,
n5679199122,node,Manhattan Lounge & Rooms,40.4015503,49.8325049,restaurant,american,24/7,+994504009400,,,,,,,
n5980758366,node,Manipura Ethic Cafe & Bar,40.3850328,49.8279292,restaurant,,,,,,,,Qicik qala,,
n12215741003,node,Manolya Restaurant,40.3782049,49.8753057,restaurant,,09:30-00:00,+994503860700,https://www.instagram.com/manolya.restaurant/,,,,8 Noyabr prospekti,15,
n4798438021,node,Manqal Dönər,40.3954437,49.8398639,restaurant,,,,,,,,Akademik Mirəsədulla Mirqasımov küçəsi,,
n11879170189,node,Manqaliya,40.3729572,49.8328132,restaurant,,,,,,,,,,
n5916470297,node,Marani,40.3725831,49.8459215,restaurant,georgian,Mo-Su 11:00-23:00,+994 124 981 930,https://wolt.com/en/aze/baku/restaurant/marani,,,,Üzeyir Hacıbəyov küçəsi,26,
n4452275415,node,Mari Vanna Restoranı,40.3729566,49.8496137,restaurant,russian,Mo-Fr 12:00-00:00; Sa-Su 10:00-00:00,+994 12 404 9595,marivanna.az,,,,Zərifə Əliyeva küçəsi,93,
n7064657159,node,Masti,40.3751654,49.8826276,restaurant,lebanese;indian,,,,,,,,,
n9913353978,node,Mayak Restoran,40.347186,49.8370877,restaurant,,,,,,,,,,
n6000159085,node,Meat Garden,40.3922744,49.8091673,restaurant,steak_house,24/7,+994 51 908 55 55,https://www.fb.com/meatgardenbaku,,,,,,
n11883782694,node,Medalyon,40.3779823,49.8085919,restaurant,,,,,,,,,,
n8437632077,node,Mehle,40.38364,49.8388162,restaurant,chicken;kebab,Mo-Fr 12:00-02:00,+994 50 808 00 90,https://wolt.com/en/aze/baku/restaurant/mehle,,,,Səməd Vurğun küçəsi,110,
n1874081218,node,Merkez Lahmacun,40.371145,49.8380058,restaurant,,,,,,,,,,
n9823340877,node,Metropol 145 Baku,40.3689298,49.8371319,restaurant,,24/7,+994519000145,https://145group.com,,yes,,Əziz Əliyev küçəsi,29,
n11881991963,node,Mey Hanem Baku,40.421123,49.8516108,restaurant,turkish,,+994 51 397 73 75,,,,,Cəfər Xəndan küçəsi,Cəfər Xəndan 3097,
n10090512260,node,Mezzo Hyatt,40.3876921,49.824307,restaurant,,,,,,,,,,
n13333743382,node,Milk Bar Baku,40.3769061,49.8635146,restaurant,,,,,,,,Neftçilər pr.,153,
w196536800,way,Millenium Şadlıq Sarayı,40.4224894,49.8169309,restaurant,,,,,,,,Mir Cəlal,318,
n4425427789,node,Mixək Kafe \ Nizami metrosu,40.3796006,49.8315812,restaurant,,,,,,,,,,
n5079055319,node,Moko Rooms Restoranı,40.3842087,49.8275703,restaurant,,,,,,,,Bəsti Bağırova küç.,,
n5787166479,node,Mona Liza Kafe,40.4047065,49.8461032,restaurant,,,,,,,,Yusif Vəzir Çəmənzəminli,,
w447093317,way,Mona Liza Restoran,40.4099931,49.8656557,restaurant,,,,,,,,,,
n9906550630,node,Monolit Plaza Şadlıq Sarayı,40.35416,49.8066869,restaurant,,,,,,,,,,
n4944364822,node,Monte Karlo Şadlıq Sarayı,40.3901484,49.8968656,restaurant,,,,,,,,Babək pr.,,
w379875386,way,Monte Kristo,40.41737,49.8404443,restaurant,,,,,,,dedicated,Cəfər Xəndan küç.,,
n5717838921,node,Monte Napoleone,40.4051826,49.8378165,restaurant,,,,,,,,Məmməd Araz küçəsi,31,
n4427912219,node,Moon Crown - Mun Koun,40.3496153,49.8351925,restaurant,,,,,,,,,,
n11879170198,node,Moonlight,40.3651246,49.8324312,restaurant,,,,,,,,,,
n12137279463,node,More & More Baku,40.3786575,49.861692,restaurant,seafood;mediterranean,Su-Th 12:00-24:00; Fr-Sa 12:00-02:00,+994 10 415 00 07,https://moremore.az/,,,,Nizami küç.,118,
n4588489192,node,Movida Restoran,40.3758426,49.8613553,restaurant,,,,,,,,,,
n3034051293,node,Mugam Club Restaurant,40.3656572,49.8367287,restaurant,,Mo-Su 09:00-00:00,,https://www.instagram.com/mugamrestaurant/?hl=en,,,,,,
n9747227843,node,Mulin Ruj Restoran,40.4179652,49.8455635,restaurant,,,,,,,,,,
n12175560958,node,Muza,40.3845393,49.8807926,restaurant,,Mo-Su 12:00-24:00,,,,,,Mərkəzi Bulvar küçəsi,,
w1063385686,way,Muğam Restoran,40.4107605,49.8890984,restaurant,,,,,,,,,,
n4562417690,node,Mziuri Restoran \ Üç Tac,40.3860758,49.8083473,restaurant,georgian,Mo-Su 11:00-23:00,0125331900,,,,,"Зардаби Гасанбека 593/72, Три Короны",,
n4426101691,node,Mələk Şadlıq Sarayı,40.4271082,49.8382712,restaurant,,,,,,,,,,
n4162641689,node,Mənzərə Kafesi,40.3567525,49.830217,restaurant,,Mo-Su 09:00-00:00,,,,,,,,
n11329718719,node,Mərasim Zalı \ Topçubaşov klinikası,40.3968572,49.8032503,restaurant,,,,,,,,,,
n7011559885,node,Mərasim zalı,40.4075893,49.8736286,restaurant,,,,,,,,,,
n2943366367,node,Məxməri,40.3938303,49.8587884,restaurant,,,,,,,,,,
n11909316757,node,NUR Lounge Ağ Şəhər,40.382095,49.8893539,restaurant,pizza;coffee_shop;italian;sandwich;juice;dessert,Mo-Su 08:00-23:00,+994555153535,https://www.instagram.com/nurlounge,,,,2-ci fəvvarələr küçəsi,7,
n11883774968,node,Nanə,40.375549,49.8184577,restaurant,,,,,limited,yes,,,,
n2943380007,node,Nar Çiçəyi,40.3946691,49.8584546,restaurant,,,,,,,,Əbdüləzəl Dəmirçizadə küçəsi,22-26,
n4836451925,node,Narimanov pub,40.4003495,49.8689052,restaurant,,,,,,,,,,
n4387273536,node,Naxçıvan Restoranı,40.363699,49.8196241,restaurant,local;burger;regional,Mo-Su 12:00-00:00,+994 12 310 29 29,https://beat.az/en/restaurants/nakhchivan/,,,,Parlament prospekti,8a,
n1896641373,node,Nevizade Meyhane,40.3738008,49.839899,restaurant,,,,,,,,,,
n9590032047,node,New York Pizza Baku,40.405014,49.8595388,restaurant,pizza,,,,,,,Həsən Əliyev küçəsi,685,
n5986498991,node,Niaqara Restoran,40.376997,49.8421951,restaurant,,,,,,,,Səməd Vurğun küçəsi,45,
w148330160,way,Niaqara Şadlıq Sarayı,40.4007186,49.8314325,restaurant,,,,,,,,Səməd Vurğun küçəsi,,
w299018380,way,Nostalji,40.3956645,49.8718867,restaurant,,,,,,,,,,
n6688531986,node,Novbahar Kafe,40.4029271,49.8565569,restaurant,,,,,,,,Koroğlu Rəhimov küçəsi,3a,
n11014009305,node,Novikov Cafe,40.3680664,49.8383992,restaurant,,Mo-Fr 08:00-00:00; Sa-Su 09:00-00:00,+994 51 206 85 43;+994 12 525 00 04,https://novikovgroup.ru/restaurants/detail/novikov-cafe,no,,,Məhəmməd Əmin Rəsulzadə küçəsi,7,
n5857244685,node,Nuxa,40.3831373,49.8263473,restaurant,regional,Mo-Su 09:00-00:00,+994 50 400 66 11,,no,,,Məhəmməd Naxçıvani küç.,14,
n9828954395,node,Nəlbəki Restoranı,40.3691035,49.823682,restaurant,,,,,,,,,,
n9967260050,node,Nəlbəki Restoranı,40.3792163,49.8755405,restaurant,,,,,,,,,,
n9900590922,node,Oazis Restoran,40.3409856,49.8313746,restaurant,,,,,,,,,,
n4231813590,node,Ocakbaşı Resaurant,40.4043309,49.874512,restaurant,,,,,,,,Təbriz küç.,,
n9913353950,node,Ocaq Palace,40.3530955,49.8310688,restaurant,,,,,,,,,,
n13171757901,node,Odun Restoran \ Bineqedi,40.425488,49.843958,restaurant,chicken;fish;kebab;local;oriental,Mo-Su 10:30-00:00,+994502057541,,,yes,,Süleyman Sani Axundov küç.,66A,
n8374928977,node,Old Garden,40.3674084,49.8370186,restaurant,,,,,,,,,,
n11004089539,node,Oppa Baku Restoran,40.3745514,49.8238376,restaurant,,,+994998800888,,,,,Nəriman Nərimanov prospekti,,
n6924036580,node,Ordubad,40.4156846,49.8469211,restaurant,regional;Etno;Azərbaycan;milli;Avropa,Mo-Su 10:00-23:30,+994125619969;+994515619969,https://ordubadrestoran.az/,,,,Səttar Bəhlulzadə küçəsi,29,
n4494662492,node,Oregano,40.3817986,49.8670976,restaurant,,,,,,,,,,
n2943366368,node,Orman Restoranı,40.397236,49.8547616,restaurant,,,,,,,,,,
n8843256381,node,Osmanlı Dönər,40.4032649,49.8647051,restaurant,,,,,,,,,,
n11374561140,node,Osmanlı Çərəz,40.3771389,49.8050347,restaurant,international;galleta,Mo-Su 09:00-21:00,0706001900,www.instagram.com/osmanli_cerez/,,,,Abbas Mirzə Şərifzadə küçəsi,ev 58,
n4966708521,node,Otdıx,40.3823874,49.8622586,restaurant,azerbaijani;local,Mo-Su 11:00-23:00,+994 50 672 55 72,https://otdixrestoran.clopos.menu,,,,Həsən Salmani küçəsi,93,
n5031497522,node,Oğuzxan Restoranı,40.4255597,49.8461994,restaurant,,,+994125617464,,,,,Süleyman Sani Axundov küçəsi,84,
n2943366369,node,Pak Dad,40.3984514,49.8587447,restaurant,,,,,,,,Koroğlu Rəhimov küçəsi,13/1,
n4613333493,node,Palla Bliss \ Gənclik,40.4015522,49.8505003,restaurant,,,,,,,,Fətəli xan Xoyski küç.,,
n9967288046,node,Palmera Restaurant,40.4002508,49.7941318,restaurant,,,,,,,,,,
n9900653231,node,Panoramik Restoran,40.3477175,49.8370783,restaurant,,,,,,,,,,
n9725161875,node,Paradis Restoran Xutor,40.4088356,49.8238564,restaurant,,,,,,,,,,
n3536034119,node,Paris,40.3670537,49.8276083,restaurant,,,,,,,,,,
n4329713189,node,Paris Bistro,40.3679443,49.8382592,restaurant,french,24/7,(012) 404 82 15,https://parisbistro.az/en/about,,yes,,Zərifə Əliyeva küçəsi,1/4,
n4423542596,node,Pasifico,40.3696219,49.8457418,restaurant,,,,,,,,Neftçilər Prospekti,34a,
n5724653321,node,Passage 145,40.3719967,49.8386802,restaurant,regional,24/7,+99451 700 01 45,https://www.facebook.com/passage145/?ref=br_rs,,yes,yes,,,
n3455175195,node,Pauls Baku Restoran,40.3701826,49.8324638,restaurant,german;steak,,,,,,yes,,,
n4772434622,node,Pekin restoran,40.4105688,49.8687257,restaurant,,,,,,,,Yusif Vəzir Çəmənzəminli,,
n4580331189,node,Pencere,40.3855154,49.8221242,restaurant,,,,,,,,,,
n13240672701,node,Philadelphia Cheesesteaks,40.3854168,49.8242672,restaurant,sandwich;steak_house,Mo-Su 10:30-22:00,,,,,,İnşaatçılar prospekti,42,
n1863501026,node,Piano,40.3702142,49.8377511,restaurant,,,,,no,,yes,,,
n4781712409,node,Piano Şadlıq Sarayı,40.3910251,49.8901611,restaurant,,,+994502428454,https://shadliq.az/az/piano-sadliq-sarayi,,,,Babək prospekti,5A,
w300189860,way,Pink Haus Restoran,40.419278,49.8385856,restaurant,,,,,,,,,,
n3174396478,node,PitShop,40.4191466,49.8114254,restaurant,pizza,,,,,,,Mir Cəlal,,
n11764252778,node,Pizza Bruno,40.3577857,49.8372251,restaurant,pizza,,,,,,,,,
n2007655675,node,Pizza Gusto,40.3732454,49.840113,restaurant,pizza,,,,,,,,,
n11881148528,node,Pizza Hut,40.3846415,49.8288925,restaurant,pizza,,,,,,,,,
n4791817152,node,Pizza Hut Fəvvarələr Meydanı,40.3701621,49.8358206,restaurant,pizza,Mo-Su 09:00-23:00,,http://www.pizzahut.az,,,,Azərbaycan prospekti,2,
n9812873909,node,Pizza Locale,40.3678314,49.8380466,restaurant,,,,,,,,,,
n4479726842,node,Pizza Mizza,40.397513,49.8695086,restaurant,pizza,Mo-Su 11:00-23:00,,https://pizzamizza.az/,,,,,,
n9906550692,node,Poseydon Pullman,40.3546398,49.8046651,restaurant,,,,,,,,,,
n9744984662,node,Prins Saray,40.4134287,49.8367202,restaurant,,,,,,,,,,
n4787718942,node,Qabırğa Kabab,40.399323,49.8421015,restaurant,,,,,,,,,,
n9758172124,node,Qabırğz Restoran,40.4262708,49.8929367,restaurant,,,,,,,,,,
n5126078722,node,Qafqaz Restoranı \ Vorovski,40.4214651,49.8368285,restaurant,beef_bowl;chicken;kebab;local,Mo-Su 10:00-00:00,+994516528997,,,,,Məsud Davudoğlu,1Q,
n2943366370,node,Qarabağ Restoranı,40.3935769,49.8569443,restaurant,,,,,,,,,,
n4112303595,node,Qaraca İskəndər,40.3670141,49.8376484,restaurant,,,,,,,,,,
n6434248083,node,Qaynana,40.3686314,49.8359833,restaurant,,,,,,,,,,
n4161593989,node,Qazmaq,40.3685134,49.835393,restaurant,,,,,,,,,,
n6462928242,node,Qedim Berde,40.401828,49.8345329,restaurant,,,,,,,,,,
n3793844429,node,Qismət Şadlıq Sarayı,40.3947255,49.7902763,restaurant,,,,,,,,,,
n11883518362,node,Qonaq Ol,40.3764466,49.8358877,restaurant,,,,,,yes,,,,
n4580287293,node,Qorodok,40.3853413,49.8220201,restaurant,,,,,,,,,,
n4340817793,node,Qosha Qala Kafe,40.3911804,49.8469988,restaurant,kebab;local;pizza,,+994507908888,http://qoshaqala.az,,,,,,
n5201896831,node,Qoç Ət,40.3792153,49.8317423,restaurant,,,,,,,,,,
n11883782679,node,Qoç Ət,40.3756626,49.8155375,restaurant,,,,,,yes,,,,
n4602748291,node,Qoç Ət Restoranı,40.4059374,49.8726377,restaurant,,,,,,,,Faiq Yusifov,,
n5896090567,node,Qoşa Çinar Restoran \ Avtovağzal Biləcəri,40.4202029,49.7974565,restaurant,,,,,,yes,,,,
n9903716414,node,Qızıl Balıq,40.3429765,49.8106225,restaurant,,,,,,,,,,
w194306377,way,Qızıl Tac Şadlıq Evi,40.4128011,49.8086172,restaurant,,,,,,,,,,
n6488374546,node,Qəbələ Restoranı,40.4208985,49.8421557,restaurant,,,,,,,,,,
w379879184,way,Qəbələ Təndir Restoran,40.4165247,49.8461535,restaurant,,,,,,,,,,
n6723774112,node,Qəbələ Xanlar restoranı,40.3856501,49.8354985,restaurant,,,,,,,,,,
n3620067214,node,Qədim Qəbələ,40.3736976,49.8052205,restaurant,,,,,,,,Yasamal Şərifzadə,,
n10594711105,node,Qədim Qəbələ,40.3783573,49.8765543,restaurant,,,,,,,,8 Noyabr prospekti,14/1,
w378449054,way,Qədim Qəbələ Restoranı,40.4204033,49.8002896,restaurant,,,,,,,,Biləcəri dairəsi,,
w519348168,way,"Qədim Qəbələ Restoranı, 9 mkr.",40.4222861,49.8131651,restaurant,,,,,,,,Mirmahmud Kazımovski,,
n4162728789,node,Rast,40.3655228,49.8363484,restaurant,,,,,,,,Asəf Zeynallı,,
n9906550629,node,Reem Al Badavi,40.3541421,49.8065567,restaurant,,,,,,,,,,
w1061501158,way,Restoran / Azqranata,40.4203697,49.8646536,restaurant,,,,,,,,,,
n5078759783,node,Restoran 44 Club,40.3834591,49.8417824,restaurant,,,,,,,,Şövqiyar Abdullayev küçəsi,,
n11920552969,node,Restoran Dede,40.4354152,49.8398291,restaurant,local,,,,,,,Zahid Qəmbərov,35A,
n4344772810,node,Restoran HUQQA,40.4073023,49.8063904,restaurant,,,,,,,,,,
n3042961333,node,Retro Şam,40.4226611,49.8473237,restaurant,,,,,,,,,,
n8448217189,node,Reverse,40.4004223,49.8726499,restaurant,,,+994 50 8904104,,,,,Mirzəbala Məmmədzadə,8A,
n1873560526,node,Rimon Kosher Restaurant,40.3738425,49.8499597,restaurant,regional;asian;sushi;burger;pizza;chicken;international,24/7,+994553938394,,,,,Üzeyir Hacıbəyov,74,
n4427963296,node,Riviera Restoran,40.3500005,49.8350683,restaurant,,,,,,,,,,
n4941227057,node,Royal Şadlıq Sarayı,40.4366139,49.8448031,restaurant,,,,,,,,,,
n4857064322,node,Rubai restoran,40.4053939,49.8756589,restaurant,,,,,,,,,,
n4428000195,node,Ruby Restoranı,40.3512285,49.848002,restaurant,,Mo-Su 13:00-23:30,0776052525,,,,,,,
n10594157091,node,Rustaveli Restoran,40.4023956,49.8751024,restaurant,georgian,,,,,,,Nazim Hacıyev,20,
n3042961334,node,Röya şadlıq sarayı,40.4211904,49.8458831,restaurant,,,,,,,,,,
n8373625348,node,SB Sushi Bar,40.3826674,49.8250459,restaurant,sushi;japanese,Mo-Su 12:00-23:00,+994556363235,https://baku.sbsushibar.com/,,,,Mustafa Sübhi,202,
n5819268153,node,STAR Hall,40.3696462,49.8075013,restaurant,,,,,,,,,,
n5796257053,node,SUSHI,40.3682097,49.8302079,restaurant,sushi,,,https://bakenroll.az/,,no,,,,
n4629196997,node,Sahil Bar & Restaurant,40.3696829,49.845642,restaurant,local,,,https://www.sahilbaku.az/,,,,Neftçilər Prospekti,34a,
n4155951491,node,Sakura,40.3775213,49.8459995,restaurant,,,(012) 598 20 15,,,,,,,
n11751568669,node,Salam Baku Restoran,40.4055485,49.8673048,restaurant,,Mo-Su 09:30-02:00,+994506001166,,,,,Əhməd Rəcəbli küçəsi,16a,
n3610547624,node,Salam Əleyküm Restoranı,40.3814492,49.8765143,restaurant,,,,,,,,,,
n4820560721,node,Saperavi Gürcü Mətbəxi,40.3734972,49.8473836,restaurant,,,,,,,,,,
w174868552,way,Sapfir Süfrə,40.3715672,49.8406987,restaurant,,,"+994 (12) 598-21-72, +994 (50) 427-15-36",,,,,Xaqani küçəsi,1,
n4936607072,node,Saraclı Restoran,40.3971119,49.7911998,restaurant,,,,,,,,,,
n5306703121,node,Saraçlı,40.4191686,49.8183859,restaurant,georgian,Mo-Su 08:00-00:00,,,,,,Cavad Xan küç.,154b,
n1482504063,node,Scalini - Skalini,40.3862702,49.8252602,restaurant,italian,,,,,,,,,
n4483912191,node,Sea Port,40.3731856,49.856587,restaurant,,,,,,,,,,
n11300470986,node,Secret Garden White City,40.3810373,49.8929669,restaurant,,12:00-23:00,+994512775775,https://instagram.com/secret_garden_baku,,,,1-ci Şərq küçəsi,,
n4423743192,node,Sehirli Tendir,40.3686392,49.8354751,restaurant,,,,,,,,,,
n12344509015,node,Sharg,40.3873204,49.8554856,restaurant,,,,,,,,,,
n4316109190,node,Shwarmma,40.40115,49.8498064,restaurant,burger;chicken;sandwich;fish;fish_and_chips;kebab,,,,,,,,,
n2895893388,node,Simurq,40.4144344,49.8122727,restaurant,,,,,,,,20 Yanvar,23b,
n4252255301,node,Sirvansah Muzey,40.3794189,49.8337376,restaurant,regional,,,,,,,,,
n9913888619,node,Sofiya Şadlıq Sarayı,40.4125749,49.8093408,restaurant,,,,,,,,,,
n4843511321,node,Soloha,40.3907604,49.8438189,restaurant,ukrainian,Mo-Su 12:00-23:00,,https://linktr.ee/soloha,,,,Mirəli Qaşqay küçəsi,61,
n11868716575,node,Soloha,40.3677901,49.8309371,restaurant,ukrainian,Mo-Su 12:00-23:00,+994554042446,https://linktr.ee/soloha,,,,Məmməd Əfəndiyev küç.,,
w387071128,way,Stay High Restobar,40.3700898,49.834878,restaurant,burger,Mo-Su 08:00-22:00,+994506063033,,,,,İslam Səfərli küçəsi,1A,
n4509010281,node,Sumakh,40.3819736,49.8685341,restaurant,regional,Mo-Su 12:00-00:00,+994 12 480 21 12,https://beat.az/en/restaurants/sumakh,,,,Xocalı prospekti,20/22,
n11758459553,node,Sumo Sushi Bar,40.4172701,49.8236423,restaurant,sushi,,,,,,,,,
n3455162527,node,Sunset Cafe,40.3702324,49.8390984,restaurant,burger,,,,,,isolated,,,
n3536035874,node,Sushi Home by Fereh,40.3831478,49.8264239,restaurant,sushi,,,,no,,,,,
n3521471034,node,Sushi House Baku,40.3736231,49.8473147,restaurant,japanese;pizza;burger;sushi,,+994554690655,,,,,,,
n11818731769,node,Syrovarnya Baku,40.3684531,49.839537,restaurant,ukrainian,,+994512068540,,,,,Zərifə Əliyeva küç.,,
n11886099315,node,Syrovarnya Baku,40.3680104,49.8387742,restaurant,ukrainian,,+994512068540,,,,,Zərifə Əliyeva küç.,,
n13688768001,node,Səbət Dönər,40.3761896,49.8429985,restaurant,turkish,Mo-Su 09:00-23:30,,,,,,,,
w360220302,way,Sədəf Milli Mətbəx - Bulvar,40.36163,49.835837,restaurant,local,,,,,,,,,
n4836466821,node,Sərin Restoranı,40.4154073,49.868728,restaurant,,,,,,,,,,
n11764252781,node,TGI Fridays,40.3580391,49.8380494,restaurant,american,,,,,,,,,
n4712948092,node,Taksim Kəbab,40.4265011,49.8479071,restaurant,,,,,,,,,,
n5850783549,node,Tava kafesi,40.3400838,49.8077508,restaurant,,,,,,yes,no,Əziz Nəzərov küçəsi,,
n11883964502,node,Tbilisi,40.3815937,49.8229488,restaurant,georgian,,,,,,,,,
n9902675986,node,Telequllə Restoran,40.3525365,49.8235439,restaurant,,,,,,,,,,
n6742069869,node,Tendir Restoran,40.4105007,49.8687739,restaurant,arabic;indian;azerbaijan,24/7,+994 55 464 07 26,,,,,Yusif Vəzir Çəmənzəminli,106,
n5268555851,node,Teremok,40.3748893,49.8185358,restaurant,russian,Mo-Su 11:00-23:00,+994 12 539 17 34,,no,,,İnşaatçılar pr. 3,,
n6434248071,node,Terrace Garden,40.3662813,49.8362609,restaurant,,,,,,,,,,
n3254788676,node,The Crown Pub & Restaurant,40.3725133,49.8425615,restaurant,,,,,,,,,,
n4483906794,node,The Noodles House,40.3765072,49.8535954,restaurant,chinese,Mo-Su 12:00-22:30,,,,,,Puşkin küçəsi,,
n6899503685,node,The Park Lane,40.3923567,49.8570853,restaurant,,,,,,,,,,
n11883782695,node,The Place,40.380142,49.8096624,restaurant,,,,,,,,,,
w399589677,way,Thirteen coffee wine and more,40.3940648,49.8409941,restaurant,international;wine;beer;coffee_shop,All week 08:30 - 00:00,+994 10 457 13 13,,,no,outside,Azadlıq prospekti,86,
n9757954731,node,Titanik Restoran,40.4283616,49.8767898,restaurant,,,,,,,,,,
n4328295891,node,Tongal Resturant,40.4015457,49.8462949,restaurant,,,,,,,,,,
n2943366371,node,Topqapı Restoranı,40.3958276,49.8539369,restaurant,,,,,,,,,,
n7232139685,node,TostWay,40.3796612,49.8208641,restaurant,,Mo-Su 09:00-22:00,+994773699963,https://instagram.com/tostway,,,,Əbdürrəhim bəy Haqverdiyev küç.,11,
n9892246099,node,Tower Terrace - Tauer Teras,40.3525748,49.8240094,restaurant,,,,,,,,,,
n2034721614,node,Tuana,40.3948278,49.8343132,restaurant,turkish,,,,,,,,,
w152815652,way,Tural,40.3910295,49.8488576,restaurant,,,,,,,,,,
n1808672471,node,Tural Bileceri,40.4219255,49.7985365,restaurant,,,,,,,,Rəşid İsmayılov küç.,,
n2119771912,node,Turkruaz,40.3960126,49.8419843,restaurant,,,,,,,,,,
n4512354011,node,Təndir Restoran,40.4212051,49.8463444,restaurant,,,,,,,,,,
n4690587791,node,Təndir Restoran,40.363939,49.8339628,restaurant,,,,,,,,,,
w286322438,way,Tərlan Şadlıq Sarayı,40.4186538,49.8102572,restaurant,,,,,,,,Mir Cəlal,,
n4931967321,node,UD Café,40.3611009,49.8348675,restaurant,,Mo-Su 10:00-24:00,+994124978983,,,,,Neftçilər prospekti,,
n5416603492,node,V Lounge Baku,40.3734188,49.8402513,restaurant,burger;italian;italian_pizza;pakistani;indian;bar;pub;snackbar;regional;coffee,Mo-Su 09:00-03:00,,,,,isolated,Qoqol küçəsi,18,
n3455168807,node,Vapiano,40.3710007,49.8409974,restaurant,italian,,,,,,yes,,,
n8818156492,node,Vasilchuki Chaihona №1,40.3578328,49.8368267,restaurant,,"Fr 12:00-03:00, Sa 10:00-03:00, Su 10:00-24:00; Mo-Th 12:00-24:00",,,,,,,,
w229914619,way,Velluto Restoran,40.36475,49.8258612,restaurant,,,,,,,,,,
w362593684,way,Versal Palace 7 mkr,40.4267643,49.8563293,restaurant,,,,,,,,,,
